ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Living_With,Total_Spent,Children_Home,Seniority_Days,Age,Total_Purchases,Cluster,Total_Promos,Marketing_Potential_Score,Probabilité_Réponse,Cluster_Name
5236,1979,Graduation,Together,77568.0,0,1,2012-08-25,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,0,Partner,2194,1,673,43,20,1,3,78.82,0.6218024274327227,Épicuriens VIP
5723,1976,PhD,Together,49187.0,0,1,2014-01-11,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,0,Partner,116,1,169,46,7,3,0,3.22,0.05625490939280593,Petits Consommateurs
1710,1978,Graduation,Single,30168.0,1,0,2013-03-07,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,0,Alone,279,1,479,44,11,2,0,7.73,0.12380289414865707,Jeunes Prudents
1970,1968,Master,Together,34053.0,0,1,2012-09-10,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,0,Partner,103,1,657,54,6,2,0,2.86,0.18758362886479438,Jeunes Prudents
5313,1971,Master,Married,38196.0,1,1,2014-04-18,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,0,Partner,44,2,72,51,6,3,0,1.22,0.03125527931629395,Petits Consommateurs
10634,1951,Master,Married,59412.0,0,0,2014-04-19,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0,Partner,406,0,71,71,14,1,0,11.26,0.05343942012039134,Épicuriens VIP
7010,1965,2n Cycle,Married,70924.0,0,0,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,Partner,1363,0,83,57,19,1,1,43.79,0.13576878644642987,Épicuriens VIP
8562,1969,Graduation,Together,54165.0,0,0,2013-05-28,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,0,Partner,236,0,397,53,10,2,0,6.54,0.12699678815309548,Jeunes Prudents
3158,1973,Graduation,Married,32300.0,1,0,2013-01-03,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,0,Partner,39,1,542,49,4,2,0,1.08,0.1498382569186317,Jeunes Prudents
4436,1976,Graduation,Single,20180.0,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,Alone,137,0,494,46,7,2,0,3.8,0.17160603227729382,Jeunes Prudents
5287,1973,Graduation,Married,34961.0,1,0,2014-06-19,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,0,Partner,79,1,10,49,7,3,0,2.19,0.03571748784339577,Petits Consommateurs
2445,1974,PhD,Together,28440.0,1,0,2013-07-07,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,0,Partner,63,1,357,48,5,3,0,1.75,0.09490137754583586,Petits Consommateurs
6059,1953,PhD,Together,64504.0,1,2,2013-03-04,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,1,Partner,1314,3,482,69,18,0,1,42.43,0.15131934495336868,Seniors Budgétaires
4550,1966,Master,Together,33564.0,0,1,2014-06-24,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,0,Partner,71,1,5,56,5,3,0,1.97,0.037923604705547155,Petits Consommateurs
4240,1978,Graduation,Married,17345.0,1,0,2012-11-03,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,0,Partner,58,1,603,44,5,2,0,1.61,0.17243122279238018,Jeunes Prudents
8911,1967,PhD,Married,56320.0,0,1,2013-04-08,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,0,Partner,702,1,447,55,18,1,0,19.46,0.12585371892918265,Épicuriens VIP
3706,1978,Graduation,Single,28647.0,1,0,2013-08-21,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,0,1,Alone,94,1,312,44,6,3,2,14.61,0.08479211692798427,Petits Consommateurs
3628,1987,Basic,Single,15038.0,1,0,2013-01-29,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,0,Alone,80,1,516,35,5,2,0,2.22,0.14854498076996328,Jeunes Prudents
10175,1958,PhD,Divorced,32173.0,0,1,2013-08-01,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,0,Alone,22,1,332,64,4,0,0,0.61,0.08494339133802586,Seniors Budgétaires
8985,1964,2n Cycle,Together,68316.0,0,1,2012-11-04,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,Partner,1211,1,602,58,27,1,0,33.57,0.20293565995906102,Épicuriens VIP
5204,1971,Graduation,Together,74538.0,0,0,2013-06-29,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,1,Partner,1461,0,365,51,21,1,2,52.5,0.2593351285843745,Épicuriens VIP
9220,1971,Graduation,Single,91700.0,0,0,2013-01-17,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,1,Alone,1968,0,528,51,19,1,1,60.56,0.533317882493629,Épicuriens VIP
9888,1969,Graduation,Together,68695.0,0,0,2014-06-25,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,Partner,1091,0,4,53,15,1,0,30.25,0.10111769839871218,Épicuriens VIP
5263,1977,2n Cycle,Married,31056.0,1,0,2013-01-22,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,0,Partner,55,1,523,45,4,2,0,1.52,0.14765815792588477,Jeunes Prudents
1020,1973,Graduation,Married,79593.0,0,0,2014-05-12,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,Partner,1366,0,48,49,18,1,1,43.87,0.13335429706668914,Épicuriens VIP
9503,1980,Graduation,Single,28071.0,0,0,2012-08-29,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,0,Alone,313,0,669,42,11,2,0,8.68,0.25315406007586466,Jeunes Prudents
10613,1958,PhD,Together,37334.0,1,1,2014-02-26,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,0,Partner,62,2,123,64,7,0,0,1.72,0.03336629437629359,Seniors Budgétaires
67,1972,Master,Single,46423.0,1,1,2013-09-18,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,Alone,92,2,284,50,6,0,0,2.55,0.05731042823323062,Seniors Budgétaires
6019,1971,PhD,Married,37126.0,1,0,2014-03-30,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,1,Partner,72,1,91,51,5,3,2,14.0,0.04807719127365599,Petits Consommateurs
5863,1953,Graduation,Married,47703.0,0,1,2013-05-29,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,0,Partner,655,1,396,69,17,0,0,18.16,0.1071771946476552,Seniors Budgétaires
3717,1959,Graduation,Married,61180.0,0,1,2014-04-23,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,0,Partner,704,1,67,63,16,0,1,25.52,0.052502412870424266,Seniors Budgétaires
6730,1954,Graduation,Married,38998.0,1,1,2012-11-03,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,0,Partner,54,2,603,68,5,0,0,1.5,0.12158283718298625,Seniors Budgétaires
10749,1991,Graduation,Single,8028.0,0,0,2012-09-18,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,0,Alone,178,0,649,31,1,2,0,4.93,0.3276508689523891,Jeunes Prudents
4998,1962,Graduation,Together,76081.0,0,0,2014-05-23,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,Partner,1033,0,37,60,13,1,1,34.64,0.10989619198176967,Épicuriens VIP
6287,1986,Graduation,Together,34728.0,1,0,2013-07-30,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,1,Partner,36,1,334,36,4,3,1,7.0,0.09393052941486621,Petits Consommateurs
5985,1965,Master,Single,33168.0,0,1,2012-10-13,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,0,Alone,122,1,624,57,7,2,0,3.38,0.16888359692322252,Jeunes Prudents
4754,1966,Master,Married,33585.0,0,1,2013-09-25,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,0,Partner,122,1,277,56,6,3,0,3.38,0.07716032161670286,Petits Consommateurs
4002,1960,PhD,Married,77037.0,0,1,2013-10-13,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,0,Partner,1123,1,259,62,26,1,0,31.13,0.08456242989113112,Épicuriens VIP
8870,1984,Graduation,Together,35196.0,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,1,Partner,497,1,593,38,12,2,1,19.78,0.19672653110268046,Jeunes Prudents
966,1966,Graduation,Married,44529.0,0,1,2013-07-05,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,0,Partner,691,1,359,56,19,1,1,25.16,0.0964825105543755,Épicuriens VIP
4767,1965,2n Cycle,Married,70924.0,0,0,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,Partner,1363,0,83,57,19,1,1,43.79,0.13576878644642987,Épicuriens VIP
9725,1966,PhD,Together,28764.0,1,1,2014-06-05,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,0,Partner,12,2,24,56,3,3,1,6.33,0.030722999262972877,Petits Consommateurs
4475,1949,PhD,Married,69098.0,0,0,2013-02-16,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,Partner,2440,0,498,73,24,1,0,67.64,0.5841705212093936,Épicuriens VIP
5740,1970,2n Cycle,Divorced,25959.0,1,1,2013-02-14,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,1,Alone,56,2,500,52,5,2,1,7.55,0.10052881203588832,Jeunes Prudents
5731,1983,Master,Married,27100.0,1,0,2013-04-05,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,Partner,37,1,450,39,4,2,0,1.03,0.12436390156490158,Jeunes Prudents
7290,1985,Graduation,Single,70596.0,0,0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,Alone,968,0,632,37,20,1,0,26.84,0.29908877479813406,Épicuriens VIP
3846,1974,Graduation,Married,42557.0,0,1,2012-08-29,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,0,Partner,270,1,669,48,11,2,0,7.49,0.18599718722351846,Jeunes Prudents
8104,1951,PhD,Married,53312.0,0,0,2013-08-09,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,Partner,278,0,324,71,11,0,0,7.71,0.10128887053531664,Seniors Budgétaires
4507,1952,Graduation,Single,72228.0,0,0,2012-11-27,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0,Alone,1250,0,579,70,21,1,0,34.65,0.31096022347158314,Épicuriens VIP
11013,1987,Graduation,Together,67605.0,0,0,2013-03-31,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,Partner,938,0,455,35,16,1,0,26.0,0.2408138197675143,Épicuriens VIP
4491,1949,Master,Married,62845.0,1,1,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,0,Partner,1178,2,636,73,17,0,1,38.66,0.24399632107992603,Seniors Budgétaires
3759,1958,Graduation,Together,65196.0,0,2,2013-07-25,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,0,Partner,1155,2,339,64,24,1,1,38.02,0.08972759180487908,Épicuriens VIP
1162,1987,PhD,Single,42000.0,0,0,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,Alone,653,0,535,35,18,2,1,24.1,0.2014267940285632,Jeunes Prudents
2055,1973,PhD,Divorced,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,Alone,49,2,41,49,4,3,1,7.36,0.03242071757644182,Petits Consommateurs
10766,1964,PhD,Married,65526.0,0,1,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,Partner,506,1,79,58,16,0,0,14.03,0.04302512490165773,Seniors Budgétaires
4415,1961,Graduation,Married,16860.0,1,1,2012-09-12,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,Partner,38,2,655,61,5,2,0,1.05,0.14033857202077457,Jeunes Prudents
3005,1992,Graduation,Single,83528.0,0,0,2014-05-01,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,1,Alone,1650,0,59,30,22,1,3,63.74,0.16308788745001337,Épicuriens VIP
2223,1965,2n Cycle,Divorced,64176.0,0,1,2012-08-03,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,Alone,1826,1,695,57,25,1,0,50.62,0.446847316449542,Épicuriens VIP
4817,1956,Graduation,Divorced,22304.0,0,0,2012-08-04,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0,Alone,18,0,694,66,3,2,0,0.5,0.26227752216967964,Jeunes Prudents
2875,1978,Graduation,Married,67023.0,0,0,2014-03-04,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,0,Partner,906,0,117,44,23,1,0,25.12,0.07501327880176446,Épicuriens VIP
10536,1971,PhD,Together,32892.0,1,0,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,Partner,46,1,35,51,6,3,0,1.28,0.03839138755165923,Petits Consommateurs
11112,1966,Graduation,Together,70713.0,0,1,2012-12-03,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,Partner,1477,1,573,56,19,1,0,40.95,0.33759388596971823,Épicuriens VIP
3807,1955,Graduation,Together,59925.0,0,1,2012-11-30,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,Partner,766,1,576,67,20,1,0,21.24,0.1605493735778673,Épicuriens VIP
9197,1953,Graduation,Married,39722.0,0,1,2014-02-24,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,Partner,47,1,125,69,5,0,0,1.3,0.04809612768563012,Seniors Budgétaires
10832,1958,Graduation,Together,46610.0,0,0,2013-07-18,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,Partner,467,0,346,64,13,1,0,12.95,0.1235364537249491,Épicuriens VIP
6421,1961,Graduation,Together,88347.0,0,0,2013-07-03,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,Partner,2116,0,361,61,20,1,1,64.66,0.4467414033185906,Épicuriens VIP
4207,1981,PhD,Married,87171.0,0,0,2013-05-01,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,Partner,1298,0,424,41,24,1,2,47.98,0.22469854371055695,Épicuriens VIP
577,1976,2n Cycle,Together,26907.0,1,1,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,Partner,22,2,313,46,4,3,0,0.61,0.06464716802881346,Petits Consommateurs
10855,1968,Master,Single,50014.0,1,0,2014-01-22,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,Alone,396,1,158,54,13,3,0,10.98,0.0552421195833026,Petits Consommateurs
3081,1978,PhD,Married,41014.0,1,0,2013-04-22,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,Partner,20,1,433,44,3,2,0,0.55,0.11964525731681666,Jeunes Prudents
3535,1965,Graduation,Single,66294.0,0,0,2014-03-17,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,Alone,967,0,104,57,12,1,0,26.81,0.1277234445160372,Épicuriens VIP
247,1971,Graduation,Married,36715.0,1,0,2012-11-17,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,Partner,357,1,589,51,13,2,1,15.9,0.15530499735756628,Jeunes Prudents
8707,1956,Graduation,Married,79456.0,0,0,2012-08-22,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,Partner,1401,0,676,66,15,1,1,44.84,0.4971665048610295,Épicuriens VIP
9523,1982,Graduation,Together,40479.0,1,0,2013-08-17,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,Partner,15,1,316,40,3,3,0,0.42,0.0905211763278297,Petits Consommateurs
6072,1970,Master,Single,75345.0,0,0,2013-02-02,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,Alone,2087,0,512,52,19,1,2,69.86,0.5634101229530658,Épicuriens VIP
6295,1977,Graduation,Married,54233.0,0,1,2013-02-04,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,Partner,981,1,510,45,22,1,0,27.2,0.1694217378191173,Épicuriens VIP
10914,1970,Graduation,Single,24163.0,1,1,2013-10-12,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,Alone,17,2,260,52,4,3,0,0.47,0.05524579779267335,Petits Consommateurs
1509,1958,PhD,Together,84460.0,0,0,2013-01-04,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,Partner,523,0,541,64,22,1,5,44.5,0.13286072142337152,Épicuriens VIP
5577,1983,Graduation,Together,43776.0,1,0,2014-05-03,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,Partner,23,1,57,39,3,3,0,0.64,0.04733874879523085,Petits Consommateurs
7348,1958,PhD,Single,71691.0,0,0,2014-03-17,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,Alone,1192,0,104,64,16,1,1,39.05,0.13295210269450639,Épicuriens VIP
1127,1973,PhD,Married,85844.0,0,0,2014-05-29,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,Partner,1958,0,31,49,19,1,1,60.28,0.2279737509075749,Épicuriens VIP
1833,1974,PhD,Single,39190.0,1,0,2014-04-26,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,Alone,133,1,64,48,7,3,0,3.69,0.04391482175038815,Petits Consommateurs
4944,1959,Graduation,Together,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,Partner,777,0,310,63,16,1,0,21.54,0.1367960523647655,Épicuriens VIP
9080,1972,PhD,Single,38578.0,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,Alone,73,2,372,50,6,0,0,2.02,0.07060553926056161,Seniors Budgétaires
6466,1965,PhD,Married,57236.0,1,1,2014-03-12,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,Partner,121,2,109,57,7,0,0,3.35,0.034693487019758426,Seniors Budgétaires
9964,1979,Graduation,Single,61825.0,0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,Alone,424,1,326,43,14,3,0,11.75,0.0850174482769684,Petits Consommateurs
4790,1958,Graduation,Divorced,79803.0,0,1,2014-06-02,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,Alone,868,1,27,64,12,1,0,24.06,0.06919709843041918,Épicuriens VIP
10245,1986,2n Cycle,Single,80910.0,0,0,2012-10-31,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,Alone,756,0,606,36,14,1,0,20.96,0.2933172443982766,Épicuriens VIP
1109,1982,Master,Together,27590.0,1,0,2013-04-23,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,Partner,12,1,432,40,3,2,0,0.33,0.12101511931532276,Jeunes Prudents
6001,1979,Graduation,Married,56775.0,0,1,2013-01-02,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,Partner,937,1,543,43,23,1,0,25.98,0.1671620063524679,Épicuriens VIP
5538,1975,Graduation,Divorced,83829.0,0,0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,Alone,1862,0,264,47,17,1,4,75.62,0.35592448593515,Épicuriens VIP
10552,1979,2n Cycle,Married,54210.0,0,1,2013-05-20,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,Partner,367,1,405,43,12,2,0,10.17,0.1072182285969107,Jeunes Prudents
1545,1986,Graduation,Married,38508.0,1,0,2013-08-02,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,Partner,443,1,331,36,14,3,0,12.28,0.09170751200197882,Petits Consommateurs
7409,1970,Graduation,Together,53187.0,1,0,2013-10-26,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,Partner,267,1,246,52,11,3,0,7.4,0.06571642098038245,Petits Consommateurs
4444,1972,Graduation,Married,30023.0,1,0,2014-03-24,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,Partner,61,1,97,50,5,3,0,1.69,0.0486471013894772,Petits Consommateurs
146,1960,PhD,Single,76045.0,0,0,2013-11-15,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,Alone,1323,0,226,62,20,1,1,42.68,0.16974147850150642,Épicuriens VIP
6271,1952,PhD,Married,50870.0,0,1,2014-06-19,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,Partner,63,1,10,70,5,0,0,1.75,0.03585232911219933,Seniors Budgétaires
10065,1970,2n Cycle,Married,15315.0,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,Partner,64,0,330,52,6,3,0,1.77,0.11155625877923504,Petits Consommateurs
4741,1974,2n Cycle,Married,65463.0,1,0,2014-01-30,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,Partner,562,1,150,48,17,1,1,21.58,0.05423911613279558,Épicuriens VIP
246,1965,Graduation,Married,66480.0,1,1,2014-05-31,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,Partner,312,2,29,57,12,0,0,8.65,0.027227826659790868,Seniors Budgétaires
375,1954,Graduation,Divorced,76773.0,0,0,2013-02-25,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,Alone,1156,0,489,68,15,1,0,32.05,0.3020352813857185,Épicuriens VIP
1524,1983,2n Cycle,Single,81698.0,0,0,2013-03-01,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,Alone,1104,0,485,39,15,1,2,42.61,0.30425707841345595,Épicuriens VIP
10022,1973,PhD,Single,54466.0,1,1,2014-02-09,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,Alone,16,2,140,49,3,3,0,0.44,0.04174918615110468,Petits Consommateurs
7451,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,Alone,2008,0,132,62,19,1,1,61.67,0.2818842177241065,Épicuriens VIP
11010,1984,PhD,Single,16269.0,1,0,2013-08-30,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,Alone,44,1,303,38,6,3,0,1.22,0.0804564366343369,Petits Consommateurs
4356,1971,Graduation,Together,71819.0,0,1,2013-08-28,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,Partner,1574,1,305,51,11,1,2,55.64,0.30239551800622755,Épicuriens VIP
3885,1983,PhD,Married,33569.0,1,0,2013-10-16,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,Partner,63,1,256,39,4,3,2,13.75,0.07923830683994462,Petits Consommateurs
1175,1983,Master,Married,36262.0,0,0,2013-09-20,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,Partner,426,0,282,39,11,3,2,23.81,0.12038029866484329,Petits Consommateurs
880,1966,Basic,Together,22634.0,0,0,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,Partner,96,0,529,56,5,2,0,2.66,0.1886507321415388,Jeunes Prudents
2320,1978,2n Cycle,Married,47025.0,0,1,2013-09-12,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,Partner,635,1,290,44,18,1,0,17.6,0.08264853694407077,Épicuriens VIP
850,1968,Graduation,Single,70566.0,0,1,2013-10-06,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,Alone,757,1,266,54,20,1,0,20.99,0.07740593798816478,Épicuriens VIP
4713,1979,PhD,Married,31605.0,1,0,2012-11-22,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,Partner,125,1,584,43,7,2,0,3.47,0.16080279243937415,Jeunes Prudents
675,1973,Master,Divorced,52034.0,1,1,2013-05-17,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,Alone,332,2,408,49,11,0,0,9.2,0.08123943698529607,Seniors Budgétaires
5025,1979,Graduation,Single,48526.0,1,0,2013-12-24,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,Alone,135,1,187,43,7,3,0,3.74,0.06085853219671224,Petits Consommateurs
2308,1954,Graduation,Married,46734.0,0,1,2012-11-18,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,Partner,330,1,588,68,12,0,0,9.15,0.14912489045213465,Seniors Budgétaires
5995,1962,Graduation,Divorced,39552.0,1,1,2012-12-18,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,Alone,384,2,558,60,13,0,1,16.65,0.11096258143569859,Seniors Budgétaires
6749,1966,Graduation,Single,86358.0,1,1,2012-08-08,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,Alone,1722,2,690,56,14,1,0,47.74,0.47613170434338453,Épicuriens VIP
1010,1977,Graduation,Together,46931.0,2,1,2014-04-24,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,Partner,78,3,66,45,5,0,0,2.16,0.02537221118274329,Seniors Budgétaires
8977,1985,Basic,Single,16581.0,0,0,2013-01-12,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,Alone,24,0,533,37,3,2,0,0.67,0.20322103920944912,Jeunes Prudents
4756,1952,2n Cycle,Divorced,63998.0,0,0,2013-12-20,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,Alone,1168,0,191,70,24,1,1,38.38,0.10821165757153922,Épicuriens VIP
3412,1951,Master,Married,67381.0,0,1,2013-01-15,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,Partner,957,1,530,71,13,1,1,32.53,0.23503737146400405,Épicuriens VIP
606,1967,Graduation,Single,25930.0,1,1,2013-10-10,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,Alone,15,2,262,55,3,0,0,0.42,0.05764808427597367,Seniors Budgétaires
5961,1978,Graduation,Married,42693.0,1,0,2014-06-07,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,Partner,57,1,22,44,4,3,0,1.58,0.04220277851829438,Petits Consommateurs
2975,1976,Graduation,Together,85606.0,0,1,2012-11-12,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,Partner,1956,1,594,46,22,1,1,60.23,0.4633228578430194,Épicuriens VIP
2894,1985,Graduation,Single,72903.0,0,0,2013-10-29,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,Alone,2013,0,243,37,20,1,4,79.81,0.36009248299103935,Épicuriens VIP
